SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10
INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,1,1,INE337M01021,1
INDOUS,Indo Us Biotech Limited,EQ,27-SEP-2024,10,1,INE250Z01010,10
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1
INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10
INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10
INNOVANA,Innovana Thinklabs Limited,EQ,17-DEC-2024,10,1,INE403Y01018,10
INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10
INOXINDIA,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
INTENTECH,Intense Technologies Limited,BE,23-MAR-2017,2,1,INE781A01025,2
INTERARCH,Interarch Building Solutions Limited,EQ,26-AUG-2024,10,1,INE00M901018,10
INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,2,1,INE485C01029,2
IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10
IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
IRIS,IRIS RegTech Solutions Limited,EQ,08-NOV-2021,10,1,INE864K01010,10
IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-MAR-2025,10,1,INE561M01018,10
ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
ITCHOTELS,ITC Hotels Limited,EQ,29-JAN-2025,1,1,INE379A01028,1
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10
IVALUE,Ivalue Infosolutions Limited,EQ,25-SEP-2025,2,1,INE056801025,2
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2
IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10
IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1
IZMO,IZMO Limited,EQ,05-FEB-2007,10,1,INE848A01014,10
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,2,1,INE048B01035,2
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,INE091G01026,2
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
JAINREC,Jain Resource Recycling Limited,EQ,01-OCT-2025,2,1,INE0YD401026,2
JAIPURKURT,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
JARO,Jaro Institute of Technology Management and Research Limited,EQ,30-SEP-2025,10,1,INE00YJ01010,10
JASH,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2
JAYKAY,Jaykay Enterprises Limited,EQ,03-DEC-2025,1,1,INE903A01025,1
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1
JBMA,JBM Auto Limited,EQ,17-DEC-2004,1,1,INE927D01051,1
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
JETFREIGHT,Jet Freight Logistics Limited,BE,21-DEC-2021,5,1,INE982V01025,5
JGCHEM,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-DEC-1999,1,1,INE749A01030,1
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
JIOFIN,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
JKIPL,Jinkushal Industries Limited,EQ,03-OCT-2025,10,1,INE1FF001016,10
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
JLHL,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
JNKINDIA,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2
JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
JSFB,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10
JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
JSLL,Jeena Sikho Lifecare Limited,EQ,11-AUG-2025,2,1,INE0J5801029,2
JSWCEMENT,JSW Cement Limited,EQ,14-AUG-2025,10,1,INE718I01012,10
JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
JSWINFRA,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2
JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
JTLIND,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,1,1,INE391J01032,1
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,14-FEB-2025,10,1,INE03CC01015,10
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
JUNIPER,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10
JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10
JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2
JYOTISTRUC,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2
KALPATARU,Kalpataru Limited,EQ,01-JUL-2025,10,1,INE227J01012,10
KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
KALYANIFRG,Kalyani Forge Limited,EQ,20-DEC-2007,10,1,INE314G01014,10
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10
KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,1,1,INE390H01020,1
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,INE0BTI01037,1
KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5
KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BE,29-JAN-2008,10,1,INE641C01019,10
KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-MAR-1995,1,1,INE055C01020,1
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,1,1,INE164B01030,1
KERNEX,Kernex Microsystems (India) Limited,EQ,20-DEC-2005,10,1,INE202H01019,10
KESORAMIND,Kesoram Industries Limited,BE,06-SEP-1995,10,1,INE087A01019,10
KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10
KFINTECH,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10
KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
KHAITANLTD,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10
KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,2,1,INE967H01025,2
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10
KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2
KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,10,1,INE0CJD01011,10
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2
KNAGRI,KN Agri Resources Limited,EQ,09-DEC-2025,10,1,INE0KNW01016,10
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10
KPEL,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5
KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,5,1,INE542W01025,5
KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10
KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2
KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
KRISHIVAL,Krishival Foods Limited,EQ,20-JUN-2025,10,1,INE0GGO01015,10
KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1
KRITIKA,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2
KRITINUT,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,03-OCT-2024,10,1,INE0Q3J01015,10
KRONOX,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10
KROSS,Kross Limited,EQ,16-SEP-2024,5,1,INE0O6601022,5
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
KRYSTAL,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10
KSB,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
KSHITIJPOL,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,5,1,INE0D6I01023,5
KSR,KSR Footwear Limited,EQ,27-NOV-2025,10,1,INE1SPP01016,10
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
LAL,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
LANCORHOL,Lancor Holdings Limited,BE,12-MAR-2024,2,1,INE572G01025,2
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-AUG-2025,5,1,INE06WU01026,5
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
LEMERITE,Le Merite Exports Limited,EQ,12-DEC-2025,10,1,INE0G1L01017,10
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
LENSKART,Lenskart Solutions Limited,EQ,10-NOV-2025,2,1,INE956O01016,2
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
LGEINDIA,LG Electronics India Limited,EQ,14-OCT-2025,10,1,INE324D01010,10
LGHL,Laxmi Goldorna House Limited,EQ,10-NOV-2023,10,1,INE258Y01016,10
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
LODHA,Lodha Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-AUG-2025,1,1,INE0V9Q01010,1
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5
MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1,1,INE859Q01017,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1
